"","ensembl_gene_id","entrezgene_id","external_gene_name","gene_biotype","chromosome_name","start_position","end_position","strand","description"
"191","ENSMUSG00000096122",108168661,"Gm21943","protein_coding","Y",57539940,57542272,-1,"predicted gene, 21943 [Source:MGI Symbol;Acc:MGI:5439394]"
"192","ENSMUSG00000096122",108168663,"Gm21943","protein_coding","Y",57539940,57542272,-1,"predicted gene, 21943 [Source:MGI Symbol;Acc:MGI:5439394]"
"193","ENSMUSG00000096122",108168664,"Gm21943","protein_coding","Y",57539940,57542272,-1,"predicted gene, 21943 [Source:MGI Symbol;Acc:MGI:5439394]"
"194","ENSMUSG00000101399",NA,"Gm28961","protein_coding","Y",57714225,57740460,1,"predicted gene 28961 [Source:MGI Symbol;Acc:MGI:5579667]"
"195","ENSMUSG00000096626",NA,"Gm21861","protein_coding","Y",58791095,58823125,-1,"predicted gene, 21861 [Source:MGI Symbol;Acc:MGI:5434025]"
"196","ENSMUSG00000095141",NA,"Gm28891","protein_coding","Y",60249730,60281778,1,"predicted gene 28891 [Source:MGI Symbol;Acc:MGI:5579597]"
"197","ENSMUSG00000100667",NA,"1700040F15Rik","protein_coding","Y",61110775,61142787,1,"RIKEN cDNA 1700040F15 gene [Source:MGI Symbol;Acc:MGI:1920579]"
"198","ENSMUSG00000100726",NA,"Gm21497","protein_coding","Y",61655274,61681389,1,"predicted gene, 21497 [Source:MGI Symbol;Acc:MGI:5434852]"
"199","ENSMUSG00000094821",108168520,"Gm21518","protein_coding","Y",62199394,62225665,1,"predicted gene, 21518 [Source:MGI Symbol;Acc:MGI:5434873]"
"200","ENSMUSG00000094821",108168524,"Gm21518","protein_coding","Y",62199394,62225665,1,"predicted gene, 21518 [Source:MGI Symbol;Acc:MGI:5434873]"
"201","ENSMUSG00000094821",108168532,"Gm21518","protein_coding","Y",62199394,62225665,1,"predicted gene, 21518 [Source:MGI Symbol;Acc:MGI:5434873]"
"202","ENSMUSG00000094821",108168595,"Gm21518","protein_coding","Y",62199394,62225665,1,"predicted gene, 21518 [Source:MGI Symbol;Acc:MGI:5434873]"
"203","ENSMUSG00000093950",100040031,"Gm20823","protein_coding","Y",62471032,62473373,-1,"predicted gene, 20823 [Source:MGI Symbol;Acc:MGI:5434179]"
"204","ENSMUSG00000093950",108168570,"Gm20823","protein_coding","Y",62471032,62473373,-1,"predicted gene, 20823 [Source:MGI Symbol;Acc:MGI:5434179]"
"205","ENSMUSG00000093950",108168660,"Gm20823","protein_coding","Y",62471032,62473373,-1,"predicted gene, 20823 [Source:MGI Symbol;Acc:MGI:5434179]"
"206","ENSMUSG00000100856",108168557,"Gm21627","protein_coding","Y",63236955,63263172,1,"predicted gene, 21627 [Source:MGI Symbol;Acc:MGI:5434982]"
"207","ENSMUSG00000101766",100042279,"Gm20908","protein_coding","Y",64481794,64507980,1,"predicted gene, 20908 [Source:MGI Symbol;Acc:MGI:5434264]"
"208","ENSMUSG00000101766",100861691,"Gm20908","protein_coding","Y",64481794,64507980,1,"predicted gene, 20908 [Source:MGI Symbol;Acc:MGI:5434264]"
"209","ENSMUSG00000095785",108168660,"Gm20924","protein_coding","Y",65213713,65216055,-1,"predicted gene, 20924 [Source:MGI Symbol;Acc:MGI:5434280]"
"210","ENSMUSG00000095785",108168662,"Gm20924","protein_coding","Y",65213713,65216055,-1,"predicted gene, 20924 [Source:MGI Symbol;Acc:MGI:5434280]"
"211","ENSMUSG00000093993",380994,"Gm20736","protein_coding","Y",65386218,65412445,1,"predicted gene, 20736 [Source:MGI Symbol;Acc:MGI:5434092]"
"212","ENSMUSG00000096666",100040786,"Gm20852","protein_coding","Y",66751056,66753392,-1,"predicted gene, 20852 [Source:MGI Symbol;Acc:MGI:5434208]"
"213","ENSMUSG00000096666",108168575,"Gm20852","protein_coding","Y",66751056,66753392,-1,"predicted gene, 20852 [Source:MGI Symbol;Acc:MGI:5434208]"
"214","ENSMUSG00000095302",70009,"Ssty2","protein_coding","Y",67057012,67059341,-1,"spermiogenesis specific transcript on the Y 2 [Source:MGI Symbol;Acc:MGI:1917259]"
"215","ENSMUSG00000095302",100861817,"Ssty2","protein_coding","Y",67057012,67059341,-1,"spermiogenesis specific transcript on the Y 2 [Source:MGI Symbol;Acc:MGI:1917259]"
"216","ENSMUSG00000095302",108168622,"Ssty2","protein_coding","Y",67057012,67059341,-1,"spermiogenesis specific transcript on the Y 2 [Source:MGI Symbol;Acc:MGI:1917259]"
"217","ENSMUSG00000096016",108168524,"Gm20937","protein_coding","Y",68279920,68306167,-1,"predicted gene, 20937 [Source:MGI Symbol;Acc:MGI:5434293]"
"218","ENSMUSG00000096016",108168525,"Gm20937","protein_coding","Y",68279920,68306167,-1,"predicted gene, 20937 [Source:MGI Symbol;Acc:MGI:5434293]"
"219","ENSMUSG00000096016",108168532,"Gm20937","protein_coding","Y",68279920,68306167,-1,"predicted gene, 20937 [Source:MGI Symbol;Acc:MGI:5434293]"
"220","ENSMUSG00000096016",108168595,"Gm20937","protein_coding","Y",68279920,68306167,-1,"predicted gene, 20937 [Source:MGI Symbol;Acc:MGI:5434293]"
"221","ENSMUSG00000103528",NA,"Gm31571","protein_coding","Y",22020644,22046833,-1,"predicted gene, 31571 [Source:MGI Symbol;Acc:MGI:5590730]"
"222","ENSMUSG00000103919",100861973,"Gm21366","protein_coding","Y",22830566,22856736,-1,"predicted gene, 21366 [Source:MGI Symbol;Acc:MGI:5434721]"
"223","ENSMUSG00000093868",100039614,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"224","ENSMUSG00000093868",108168580,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"225","ENSMUSG00000093868",108168583,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"226","ENSMUSG00000093868",108168584,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"227","ENSMUSG00000093868",108168585,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"228","ENSMUSG00000093868",108168586,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"229","ENSMUSG00000093868",108168602,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"230","ENSMUSG00000093868",108168603,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"231","ENSMUSG00000093868",108168604,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"232","ENSMUSG00000093868",108168605,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"233","ENSMUSG00000093868",108168606,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"234","ENSMUSG00000093868",108168607,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"235","ENSMUSG00000093868",108168610,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"236","ENSMUSG00000093868",108168611,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"237","ENSMUSG00000093868",108168666,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"238","ENSMUSG00000093868",108168667,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"239","ENSMUSG00000093868",108168668,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"240","ENSMUSG00000093868",108168670,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"241","ENSMUSG00000093868",118568459,"Gm20809","protein_coding","Y",24410402,24412744,1,"predicted gene, 20809 [Source:MGI Symbol;Acc:MGI:5434165]"
"242","ENSMUSG00000094911",NA,"Gm21921","protein_coding","Y",24750506,24751588,-1,"predicted gene, 21921 [Source:MGI Symbol;Acc:MGI:5434085]"
"243","ENSMUSG00000094939",NA,"Gm21773","protein_coding","Y",25263623,25264705,-1,"predicted gene, 21773 [Source:MGI Symbol;Acc:MGI:5433937]"
"244","ENSMUSG00000100055",108168552,"Gm20890","protein_coding","Y",26705950,26732144,-1,"predicted gene, 20890 [Source:MGI Symbol;Acc:MGI:5434246]"
"245","ENSMUSG00000099541",108168551,"Gm21488","protein_coding","Y",27451071,27477265,-1,"predicted gene, 21488 [Source:MGI Symbol;Acc:MGI:5434843]"
"246","ENSMUSG00000101158",108168547,"Gm20894","protein_coding","Y",28200697,28226857,-1,"predicted gene, 20894 [Source:MGI Symbol;Acc:MGI:5434250]"
"247","ENSMUSG00000100467",NA,"Gm29582","protein_coding","Y",30661878,30693906,-1,"predicted gene 29582 [Source:MGI Symbol;Acc:MGI:5580288]"
"248","ENSMUSG00000101667",NA,"Gm29289","protein_coding","Y",2932582,2939416,1,"predicted gene 29289 [Source:MGI Symbol;Acc:MGI:5579995]"
"249","ENSMUSG00000093918",100862365,"Gm21677","protein_coding","Y",3294976,3306449,-1,"predicted gene, 21677 [Source:MGI Symbol;Acc:MGI:5435032]"
"250","ENSMUSG00000094511",100862383,"Gm21693","protein_coding","Y",3326750,3345329,-1,"predicted gene, 21693 [Source:MGI Symbol;Acc:MGI:5435048]"
"251","ENSMUSG00000093987",100862394,"Gm21704","protein_coding","Y",3367147,3410167,-1,"predicted gene, 21704 [Source:MGI Symbol;Acc:MGI:5435059]"
"252","ENSMUSG00000095948",100862398,"Gm21708","protein_coding","Y",3399188,3410167,-1,"predicted gene, 21708 [Source:MGI Symbol;Acc:MGI:5435063]"
"253","ENSMUSG00000096520",100041505,"Gm3376","protein_coding","Y",3771673,3783267,1,"predicted gene 3376 [Source:MGI Symbol;Acc:MGI:3781554]"
"254","ENSMUSG00000093927",108168642,"Gm20918","protein_coding","Y",5043937,5046265,1,"predicted gene, 20918 [Source:MGI Symbol;Acc:MGI:5434274]"
"255","ENSMUSG00000095693",NA,"Gm21820","protein_coding","Y",5248359,5249441,-1,"predicted gene, 21820 [Source:MGI Symbol;Acc:MGI:5433984]"
"256","ENSMUSG00000096706",NA,"Gm21854","protein_coding","Y",5656986,5659574,1,"predicted gene, 21854 [Source:MGI Symbol;Acc:MGI:5434018]"
"257","ENSMUSG00000096268",108168658,"Gm20914","protein_coding","Y",5725978,5728317,1,"predicted gene, 20914 [Source:MGI Symbol;Acc:MGI:5434270]"
"258","ENSMUSG00000100634",NA,"Gm28171","protein_coding","Y",5793395,5795728,1,"predicted gene 28171 [Source:MGI Symbol;Acc:MGI:5578877]"
"259","ENSMUSG00000096036",118568460,"Gm21778","protein_coding","Y",5942460,5945031,1,"predicted gene, 21778 [Source:MGI Symbol;Acc:MGI:5433942]"
"260","ENSMUSG00000095148",100041362,"Gm20873","protein_coding","Y",6267098,6269548,1,"predicted gene, 20873 [Source:MGI Symbol;Acc:MGI:5434229]"
"261","ENSMUSG00000101243",NA,"Gm28919","protein_coding","Y",6583546,6615511,1,"predicted gene 28919 [Source:MGI Symbol;Acc:MGI:5579625]"
"262","ENSMUSG00000079806",NA,"Gm21719","protein_coding","Y",6680421,6682872,-1,"predicted gene, 21719 [Source:MGI Symbol;Acc:MGI:5433883]"
"263","ENSMUSG00000096686",108168638,"Gm20830","protein_coding","Y",6916300,6918282,-1,"predicted gene, 20830 [Source:MGI Symbol;Acc:MGI:5434186]"
"264","ENSMUSG00000094484",108168669,"Gm21244","protein_coding","Y",7165068,7169293,-1,"predicted gene, 21244 [Source:MGI Symbol;Acc:MGI:5434599]"
"265","ENSMUSG00000100939",101056194,"Gm28998","protein_coding","Y",7253787,7280017,1,"predicted gene 28998 [Source:MGI Symbol;Acc:MGI:5579704]"
"266","ENSMUSG00000094081",100040160,"Gm20826","protein_coding","Y",7632774,7638489,-1,"predicted gene, 20826 [Source:MGI Symbol;Acc:MGI:5434182]"
"267","ENSMUSG00000100645",101056210,"Gm28576","protein_coding","Y",7722941,7749195,1,"predicted gene 28576 [Source:MGI Symbol;Acc:MGI:5579282]"
"268","ENSMUSG00000099861",NA,"Gm29049","protein_coding","Y",7994833,7997168,-1,"predicted gene 29049 [Source:MGI Symbol;Acc:MGI:5579755]"
"269","ENSMUSG00000095324",108168578,"Gm20825","protein_coding","Y",8069168,8071507,-1,"predicted gene, 20825 [Source:MGI Symbol;Acc:MGI:5434181]"
"270","ENSMUSG00000101928",105247282,"Gm20824","protein_coding","Y",8257907,8284105,1,"predicted gene, 20824 [Source:MGI Symbol;Acc:MGI:5434180]"
"271","ENSMUSG00000101053",100039753,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"272","ENSMUSG00000101053",115489283,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"273","ENSMUSG00000101053",115489284,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"274","ENSMUSG00000101053",115489285,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"275","ENSMUSG00000101053",115489286,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"276","ENSMUSG00000101053",115489287,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"277","ENSMUSG00000101053",115489288,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"278","ENSMUSG00000101053",115489291,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"279","ENSMUSG00000101053",115489292,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"280","ENSMUSG00000101053",115489293,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"281","ENSMUSG00000101053",115489294,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"282","ENSMUSG00000101053",115489297,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"283","ENSMUSG00000101053",115489301,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"284","ENSMUSG00000101053",115489302,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"285","ENSMUSG00000101053",115489303,"Gm20815","protein_coding","Y",8832821,8835169,-1,"predicted gene, 20815 [Source:MGI Symbol;Acc:MGI:5434171]"
"286","ENSMUSG00000091077",100861879,"Gm21292","protein_coding","Y",9130999,9133924,-1,"predicted gene, 21292 [Source:MGI Symbol;Acc:MGI:5434647]"
"287","ENSMUSG00000094679",NA,"Gm21721","protein_coding","Y",9199824,9202190,-1,"predicted gene, 21721 [Source:MGI Symbol;Acc:MGI:5433885]"
"288","ENSMUSG00000094773",NA,"Gm21812","protein_coding","Y",9344836,9347184,-1,"predicted gene, 21812 [Source:MGI Symbol;Acc:MGI:5433976]"
"289","ENSMUSG00000096223",NA,"Gm21874","protein_coding","Y",9413518,9416148,-1,"predicted gene, 21874 [Source:MGI Symbol;Acc:MGI:5434038]"
"290","ENSMUSG00000094556",NA,"Gm20821","protein_coding","Y",9781804,9784197,1,"predicted gene, 20821 [Source:MGI Symbol;Acc:MGI:5434177]"
"291","ENSMUSG00000095032",100861899,"Gm21310","protein_coding","Y",10144735,10147183,-1,"predicted gene, 21310 [Source:MGI Symbol;Acc:MGI:5434665]"
"292","ENSMUSG00000095242",108168637,"Gm20834","protein_coding","Y",10322618,10324589,-1,"predicted gene, 20834 [Source:MGI Symbol;Acc:MGI:5434190]"
"293","ENSMUSG00000101396",NA,"Gm28510","protein_coding","Y",10412737,10444691,1,"predicted gene 28510 [Source:MGI Symbol;Acc:MGI:5579216]"
"294","ENSMUSG00000095950",382131,"Gm20737","protein_coding","Y",10533609,10536042,-1,"predicted gene, 20737 [Source:MGI Symbol;Acc:MGI:5434093]"
"295","ENSMUSG00000095950",100039014,"Gm20737","protein_coding","Y",10533609,10536042,-1,"predicted gene, 20737 [Source:MGI Symbol;Acc:MGI:5434093]"
"296","ENSMUSG00000094813",665687,"Gm20777","protein_coding","Y",10750004,10752450,-1,"predicted gene, 20777 [Source:MGI Symbol;Acc:MGI:5434133]"
"297","ENSMUSG00000094813",100039014,"Gm20777","protein_coding","Y",10750004,10752450,-1,"predicted gene, 20777 [Source:MGI Symbol;Acc:MGI:5434133]"
"298","ENSMUSG00000094838",100040187,"Gm20828","protein_coding","Y",11197024,11199374,-1,"predicted gene, 20828 [Source:MGI Symbol;Acc:MGI:5434184]"
"299","ENSMUSG00000100231",NA,"Gm29554","protein_coding","Y",12273932,12306702,1,"predicted gene 29554 [Source:MGI Symbol;Acc:MGI:5580260]"
"300","ENSMUSG00000095508",108168614,"Gm20812","protein_coding","Y",12381981,12384008,1,"predicted gene, 20812 [Source:MGI Symbol;Acc:MGI:5434168]"
"301","ENSMUSG00000104267",100039595,"Gm20807","protein_coding","Y",13042891,13045326,1,"predicted gene, 20807 [Source:MGI Symbol;Acc:MGI:5434163]"
"302","ENSMUSG00000104267",100040262,"Gm20807","protein_coding","Y",13042891,13045326,1,"predicted gene, 20807 [Source:MGI Symbol;Acc:MGI:5434163]"
"303","ENSMUSG00000095769",NA,"Gm21891","protein_coding","Y",13132950,13133492,-1,"predicted gene, 21891 [Source:MGI Symbol;Acc:MGI:5434055]"
"304","ENSMUSG00000096820",100039014,"Gm21425","protein_coding","Y",13161968,13164408,1,"predicted gene, 21425 [Source:MGI Symbol;Acc:MGI:5434780]"
"305","ENSMUSG00000096820",100862042,"Gm21425","protein_coding","Y",13161968,13164408,1,"predicted gene, 21425 [Source:MGI Symbol;Acc:MGI:5434780]"
"306","ENSMUSG00000095759",115489290,"Gm21828","protein_coding","Y",13223386,13223928,-1,"predicted gene, 21828 [Source:MGI Symbol;Acc:MGI:5433992]"
"307","ENSMUSG00000103468",100039014,"Gm21440","protein_coding","Y",13252391,13254834,1,"predicted gene, 21440 [Source:MGI Symbol;Acc:MGI:5434795]"
"308","ENSMUSG00000103468",100862059,"Gm21440","protein_coding","Y",13252391,13254834,1,"predicted gene, 21440 [Source:MGI Symbol;Acc:MGI:5434795]"
"309","ENSMUSG00000093903",100042337,"Gm21454","protein_coding","Y",13252442,13378804,1,"predicted gene, 21454 [Source:MGI Symbol;Acc:MGI:5434809]"
"310","ENSMUSG00000093903",100862075,"Gm21454","protein_coding","Y",13252442,13378804,1,"predicted gene, 21454 [Source:MGI Symbol;Acc:MGI:5434809]"
"311","ENSMUSG00000095462",NA,"Gm21725","protein_coding","Y",13348521,13349063,-1,"predicted gene, 21725 [Source:MGI Symbol;Acc:MGI:5433889]"
"312","ENSMUSG00000093883",NA,"Gm21866","protein_coding","Y",13465037,13465579,-1,"predicted gene, 21866 [Source:MGI Symbol;Acc:MGI:5434030]"
"313","ENSMUSG00000095900",665301,"Gm20773","protein_coding","Y",13494026,13496466,1,"predicted gene, 20773 [Source:MGI Symbol;Acc:MGI:5434129]"
"314","ENSMUSG00000095900",100040171,"Gm20773","protein_coding","Y",13494026,13496466,1,"predicted gene, 20773 [Source:MGI Symbol;Acc:MGI:5434129]"
"315","ENSMUSG00000095900",100040714,"Gm20773","protein_coding","Y",13494026,13496466,1,"predicted gene, 20773 [Source:MGI Symbol;Acc:MGI:5434129]"
"316","ENSMUSG00000094227",NA,"Gm21767","protein_coding","Y",13941738,13942280,1,"predicted gene, 21767 [Source:MGI Symbol;Acc:MGI:5433931]"
"317","ENSMUSG00000104191",102632745,"Gm30737","protein_coding","Y",14400710,14426798,1,"predicted gene, 30737 [Source:MGI Symbol;Acc:MGI:5589896]"
"318","ENSMUSG00000095172",100040022,"Gm20822","protein_coding","Y",15882421,15884771,-1,"predicted gene, 20822 [Source:MGI Symbol;Acc:MGI:5434178]"
"319","ENSMUSG00000095520",100041550,"Gm20877","protein_coding","Y",17093873,17095892,1,"predicted gene, 20877 [Source:MGI Symbol;Acc:MGI:5434233]"
"320","ENSMUSG00000095365",74484,"Rbm31y","protein_coding","Y",17400761,17402715,1,"RNA binding motif 31, Y-linked [Source:MGI Symbol;Acc:MGI:1921734]"
"321","ENSMUSG00000095365",100861987,"Rbm31y","protein_coding","Y",17400761,17402715,1,"RNA binding motif 31, Y-linked [Source:MGI Symbol;Acc:MGI:1921734]"
"322","ENSMUSG00000094161",NA,"Gm21904","protein_coding","Y",17845724,17846266,-1,"predicted gene, 21904 [Source:MGI Symbol;Acc:MGI:5434068]"
"323","ENSMUSG00000102739",665276,"Gm20772","protein_coding","Y",17874741,17877179,1,"predicted gene, 20772 [Source:MGI Symbol;Acc:MGI:5434128]"
"324","ENSMUSG00000102739",100039014,"Gm20772","protein_coding","Y",17874741,17877179,1,"predicted gene, 20772 [Source:MGI Symbol;Acc:MGI:5434128]"
"325","ENSMUSG00000094325",100039014,"Gm20831","protein_coding","Y",17874741,17967603,1,"predicted gene, 20831 [Source:MGI Symbol;Acc:MGI:5434187]"
"326","ENSMUSG00000094325",100040223,"Gm20831","protein_coding","Y",17874741,17967603,1,"predicted gene, 20831 [Source:MGI Symbol;Acc:MGI:5434187]"
"327","ENSMUSG00000096819",385550,"Srsy","protein_coding","Y",17935713,17937330,-1,"serine-rich, secreted, Y-linked [Source:MGI Symbol;Acc:MGI:3526567]"
